Fecha;Paí;Marca;Cliente; Ingresos ; Gastos 
25/09/2021;Uruguay;Cybernova;Sector públic; $42,433.03 ; $34,055.40 
25/09/2021;Méxic;NeuroNet;Pequeñas y medianas empresa; $236,400.00 ; $197,000.00 
26/09/2021;Uruguay;NexTec;Consumidores finales; $180,056.25 ; $154,440.00 
26/09/2021;Argentina;OmegaTech;Sector públic; $43,513.42 ; $22,901.80 
28/09/2021;Méxic;NexTec;Sector públic; $21,112.40 ; $11,230.00 
28/09/2021;Méxic;Innovatech;Sector públic; $131,300.40 ; $74,602.50 
29/09/2021;Uruguay;Innovatech;Consumidores finales; $43,823.08 ; $18,990.00 
30/09/2021;Per�;OmegaTech;Instituciones educativas; $6,127.65 ; $4,539.00 
1/10/2021;Per�;NexTec;Instituciones educativas; $8,613.00 ; $6,600.00 
1/10/2021;Argentina;OmegaTech;Grandes clientes; $18,421.20 ; $16,254.00 
2/10/2021;Chile;NeuroNet;Instituciones educativas; $40,100.40 ; $28,440.00 
2/10/2021;Méxic;NeuroNet;Consumidores finales; $121,562.02 ; $113,640.00 
3/10/2021;Chile;NeuroNet;Sector públic; $32,162.13 ; $23,205.00 
3/10/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $678,960.00 ; $615,000.00 
5/10/2021;Uruguay;OmegaTech;Consumidores finales; $260,192.31 ; $216,480.00 
5/10/2021;Chile;Cybernova;Sector públic; $20,794.80 ; $11,180.00 
5/10/2021;Per�;Cybernova;Sector públic; $7,911.54 ; $6,210.00 
5/10/2021;Per�;NeuroNet;Sector públic; $5,646.76 ; $4,690.00 
5/10/2021;Chile;NexTec;Sector públic; $44,729.04 ; $26,311.20 
6/10/2021;Per�;NexTec;Consumidores finales; $471,214.90 ; $421,560.00 
7/10/2021;Uruguay;OmegaTech;Consumidores finales; $243,731.25 ; $222,840.00 
7/10/2021;Per�;OmegaTech;Consumidores finales; $339,223.56 ; $332,040.00 
7/10/2021;Argentina;NeuroNet;Sector públic; $9,837.17 ; $7,895.00 
7/10/2021;Chile;OmegaTech;Sector públic; $87,799.70 ; $50,459.60 
8/10/2021;Per�;Cybernova;Grandes clientes; $16,282.30 ; $13,721.04 
9/10/2021;Argentina;Cybernova;Sector públic; $21,009.00 ; $11,175.00 
12/10/2021;Chile;NeuroNet;Grandes clientes; $85,911.54 ; $67,824.90 
14/10/2021;Per�;NeuroNet;Sector públic; $784,531.44 ; $654,825.60 
15/10/2021;Uruguay;Innovatech;Sector públic; $1,941,439.50 ; $1,456,780.00 
16/10/2021;Uruguay;Cybernova;Grandes clientes; $19,401.66 ; $15,646.50 
16/10/2021;Chile;NexTec;Grandes clientes; $54,575.88 ; $47,595.24 
17/10/2021;Argentina;Cybernova;Sector públic; $24,035.00 ; $12,650.00 
18/10/2021;Per�;Innovatech;Sector públic; $1,017,338.00 ; $771,160.00 
19/10/2021;Argentina;NexTec;Consumidores finales; $94,668.75 ; $79,560.00 
19/10/2021;Argentina;Innovatech;Consumidores finales; $103,807.21 ; $87,240.00 
19/10/2021;Méxic;Cybernova;Consumidores finales; $204,346.15 ; $184,800.00 
19/10/2021;Méxic;NeuroNet;Consumidores finales; $71,114.42 ; $66,480.00 
19/10/2021;Argentina;NeuroNet;Sector públic; $388,510.08 ; $300,632.80 
19/10/2021;Chile;NexTec;Pequeñas y medianas empresa; $563,304.00 ; $479,000.00 
22/10/2021;Uruguay;NexTec;Sector públic; $33,191.24 ; $23,947.50 
23/10/2021;Per�;Cybernova;Grandes clientes; $7,310.64 ; $5,482.98 
25/10/2021;Per�;OmegaTech;Consumidores finales; $279,938.94 ; $250,440.00 
25/10/2021;Argentina;OmegaTech;Sector públic; $597,082.50 ; $521,820.00 
25/10/2021;Per�;OmegaTech;Sector públic; $27,669.39 ; $20,804.05 
27/10/2021;Uruguay;Innovatech;Instituciones educativas; $50,349.60 ; $37,296.00 
27/10/2021;Méxic;Innovatech;Sector públic; $30,830.80 ; $16,940.00 
27/10/2021;Per�;NeuroNet;Grandes clientes; $32,382.41 ; $26,114.85 
30/10/2021;Chile;NeuroNet;Consumidores finales; $131,793.75 ; $110,760.00 
30/10/2021;Méxic;Cybernova;Sector públic; $626,640.00 ; $484,900.00 
30/10/2021;Uruguay;Cybernova;Sector públic; $644,875.00 ; $479,050.00 
31/10/2021;Méxic;Innovatech;Instituciones educativas; $40,769.25 ; $28,610.00 
31/10/2021;Argentina;Innovatech;Sector públic; $25,971.72 ; $21,571.20 
31/10/2021;Per�;Innovatech;Grandes clientes; $12,722.40 ; $10,044.00 
31/10/2021;Chile;NeuroNet;Grandes clientes; $25,345.32 ; $20,889.00 
1/11/2021;Uruguay;Cybernova;Sector públic; $44,378.40 ; $25,215.00 
2/11/2021;Uruguay;OmegaTech;Consumidores finales; $31,544.83 ; $19,725.00 
3/11/2021;Uruguay;Cybernova;Consumidores finales; $1,110,576.92 ; $715,000.00 
3/11/2021;Per�;NexTec;Pequeñas y medianas empresa; $210,627.00 ; $201,750.00 
5/11/2021;Argentina;NeuroNet;Sector públic; $18,721.08 ; $14,535.00 
6/11/2021;Uruguay;Cybernova;Sector públic; $683,004.00 ; $539,760.00 
8/11/2021;Per�;NexTec;Consumidores finales; $242,660.25 ; $217,089.60 
8/11/2021;Argentina;Cybernova;Sector públic; $659,613.50 ; $538,460.00 
9/11/2021;Chile;NexTec;Consumidores finales; $281,066.83 ; $241,080.00 
9/11/2021;Uruguay;NexTec;Consumidores finales; $459,611.78 ; $386,259.60 
10/11/2021;Chile;Innovatech;Sector públic; $40,227.31 ; $31,575.60 
12/11/2021;Chile;NexTec;Instituciones educativas; $79,242.21 ; $60,722.00 
13/11/2021;Uruguay;NexTec;Sector públic; $35,172.00 ; $19,540.00 
14/11/2021;Chile;OmegaTech;Sector públic; $326,922.75 ; $245,310.00 
15/11/2021;Uruguay;Cybernova;Consumidores finales; $754,539.92 ; $634,118.40 
15/11/2021;Chile;Innovatech;Consumidores finales; $1,037,623.53 ; $880,921.20 
15/11/2021;Uruguay;OmegaTech;Sector públic; $1,172,166.24 ; $1,012,502.40 
16/11/2021;Per�;NeuroNet;Sector públic; $416,279.50 ; $339,820.00 
16/11/2021;Méxic;Innovatech;Sector públic; $1,092,024.36 ; $881,758.80 
17/11/2021;Uruguay;NexTec;Instituciones educativas; $36,031.50 ; $28,260.00 
17/11/2021;Méxic;NexTec;Consumidores finales; $93,571.15 ; $79,440.00 
18/11/2021;Per�;NeuroNet;Grandes clientes; $44,514.29 ; $36,687.60 
19/11/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $124,992.00 ; $112,000.00 
20/11/2021;Argentina;NexTec;Sector públic; $87,514.45 ; $47,562.20 
21/11/2021;Argentina;NeuroNet;Sector públic; $83,160.00 ; $70,200.00 
21/11/2021;Chile;OmegaTech;Sector públic; $2,115,812.16 ; $1,806,604.80 
21/11/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $645,300.00 ; $537,750.00 
22/11/2021;Chile;OmegaTech;Sector públic; $9,931.00 ; $7,710.40 
23/11/2021;Chile;NexTec;Consumidores finales; $328,283.65 ; $303,480.00 
23/11/2021;Argentina;NexTec;Sector públic; $3,292,128.00 ; $2,547,480.00 
23/11/2021;Argentina;Innovatech;Sector públic; $50,760.98 ; $29,512.20 
23/11/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $76,146.00 ; $64,750.00 
24/11/2021;Uruguay;NexTec;Consumidores finales; $277,809.23 ; $243,302.40 
26/11/2021;Chile;OmegaTech;Sector públic; $90,791.42 ; $47,287.20 
27/11/2021;Chile;OmegaTech;Sector públic; $34,356.54 ; $27,886.80 
28/11/2021;Uruguay;NexTec;Instituciones educativas; $53,594.10 ; $38,010.00 
28/11/2021;Chile;NexTec;Consumidores finales; $170,701.53 ; $163,245.60 
28/11/2021;Argentina;OmegaTech;Consumidores finales; $1,231,424.42 ; $1,205,347.20 
28/11/2021;Argentina;Cybernova;Sector públic; $45,953.40 ; $26,410.00 
28/11/2021;Chile;NexTec;Pequeñas y medianas empresa; $1,926,499.68 ; $1,638,180.00 
29/11/2021;Uruguay;NexTec;Sector públic; $36,753.60 ; $19,760.00 
29/11/2021;Uruguay;Cybernova;Grandes clientes; $3,341.52 ; $2,754.00 
30/11/2021;Argentina;NexTec;Consumidores finales; $462,456.35 ; $405,014.40 
30/11/2021;Chile;Innovatech;Grandes clientes; $19,338.24 ; $14,503.68 
2/12/2021;Per�;NexTec;Sector públic; $50,438.39 ; $27,713.40 
2/12/2021;Per�;NeuroNet;Sector públic; $639,472.12 ; $533,748.80 
3/12/2021;Argentina;Innovatech;Consumidores finales; $47,120.19 ; $39,600.00 
4/12/2021;Uruguay;NeuroNet;Sector públic; $492,184.00 ; $388,960.00 
4/12/2021;Uruguay;NeuroNet;Sector públic; $578,522.00 ; $499,720.00 
5/12/2021;Uruguay;Innovatech;Sector públic; $108,622.80 ; $54,311.40 
6/12/2021;Méxic;OmegaTech;Instituciones educativas; $37,050.00 ; $24,700.00 
7/12/2021;Méxic;NexTec;Pequeñas y medianas empresa; $700,245.00 ; $641,250.00 
7/12/2021;Uruguay;NexTec;Grandes clientes; $46,444.54 ; $39,138.66 
9/12/2021;Uruguay;Cybernova;Sector públic; $19,627.00 ; $10,330.00 
9/12/2021;Uruguay;Cybernova;Sector públic; $4,981.00 ; $2,930.00 
10/12/2021;Méxic;NexTec;Instituciones educativas; $70,358.71 ; $47,379.60 
10/12/2021;Méxic;Innovatech;Sector públic; $18,891.60 ; $10,380.00 
10/12/2021;Argentina;OmegaTech;Pequeñas y medianas empresa; $754,092.36 ; $675,710.00 
11/12/2021;Argentina;NeuroNet;Consumidores finales; $496,968.75 ; $435,240.00 
14/12/2021;Méxic;NeuroNet;Sector públic; $39,237.00 ; $22,550.00 
15/12/2021;Méxic;OmegaTech;Instituciones educativas; $29,246.40 ; $20,310.00 
15/12/2021;Per�;OmegaTech;Sector públic; $10,291.12 ; $7,990.00 
15/12/2021;Méxic;OmegaTech;Grandes clientes; $10,733.40 ; $9,045.00 
16/12/2021;Uruguay;NeuroNet;Sector públic; $205,707.48 ; $115,566.00 
17/12/2021;Méxic;NexTec;Instituciones educativas; $26,133.57 ; $19,358.20 
17/12/2021;Argentina;NexTec;Sector públic; $44,654.59 ; $23,257.60 
17/12/2021;Chile;NeuroNet;Pequeñas y medianas empresa; $657,316.62 ; $615,465.00 
18/12/2021;Argentina;NeuroNet;Consumidores finales; $35,922.72 ; $22,462.50 
19/12/2021;Uruguay;NexTec;Sector públic; $29,697.00 ; $15,630.00 
19/12/2021;Argentina;NexTec;Pequeñas y medianas empresa; $922,680.00 ; $873,750.00 
19/12/2021;Chile;Cybernova;Pequeñas y medianas empresa; $385,968.00 ; $374,000.00 
21/12/2021;Méxic;Innovatech;Instituciones educativas; $141,876.99 ; $99,562.80 
21/12/2021;Méxic;Innovatech;Sector públic; $639,922.50 ; $559,260.00 
21/12/2021;Méxic;NeuroNet;Sector públic; $8,969.72 ; $6,815.90 
22/12/2021;Uruguay;OmegaTech;Sector públic; $63,861.61 ; $51,835.73 
23/12/2021;Argentina;Innovatech;Sector públic; $20,275.20 ; $10,560.00 
23/12/2021;Uruguay;Cybernova;Sector públic; $7,040.95 ; $5,080.05 
25/12/2021;Per�;NexTec;Instituciones educativas; $60,073.20 ; $40,048.80 
25/12/2021;Chile;OmegaTech;Sector públic; $3,142.72 ; $2,440.00 
29/12/2021;Per�;OmegaTech;Instituciones educativas; $11,092.95 ; $7,470.00 
29/12/2021;Méxic;Innovatech;Pequeñas y medianas empresa; $715,036.68 ; $692,865.00 
29/12/2021;Per�;Innovatech;Grandes clientes; $9,100.08 ; $6,894.00 
29/12/2021;Argentina;Innovatech;Grandes clientes; $13,429.92 ; $10,278.00 
30/12/2021;Argentina;NeuroNet;Instituciones educativas; $30,991.80 ; $21,980.00 
30/12/2021;Chile;Cybernova;Sector públic; $3,503.64 ; $2,910.00 
30/12/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $678,960.00 ; $615,000.00 
2/01/2022;Uruguay;NeuroNet;Sector públic; $1,215,694.48 ; $960,731.20 
3/01/2022;Argentina;Cybernova;Sector públic; $634,155.83 ; $547,775.80 
4/01/2022;Uruguay;OmegaTech;Pequeñas y medianas empresa; $287,481.60 ; $257,600.00 
6/01/2022;Per�;NexTec;Instituciones educativas; $21,573.00 ; $15,300.00 
6/01/2022;Chile;NeuroNet;Instituciones educativas; $172,859.68 ; $130,954.30 
6/01/2022;Argentina;Cybernova;Sector públic; $81,514.92 ; $43,359.00 
6/01/2022;Per�;NeuroNet;Pequeñas y medianas empresa; $230,272.56 ; $195,810.00 
6/01/2022;Argentina;Innovatech;Pequeñas y medianas empresa; $2,328,868.80 ; $2,156,360.00 
7/01/2022;Argentina;Innovatech;Sector públic; $2,207.80 ; $1,695.70 
7/01/2022;Méxic;NeuroNet;Grandes clientes; $6,305.76 ; $5,436.00 
8/01/2022;Chile;NexTec;Sector públic; $37,646.25 ; $28,305.45 
9/01/2022;Méxic;OmegaTech;Sector públic; $11,191.95 ; $8,415.00 
10/01/2022;Méxic;NeuroNet;Sector públic; $552,391.00 ; $436,540.00 
12/01/2022;Per�;Cybernova;Instituciones educativas; $24,088.32 ; $18,892.80 
12/01/2022;Uruguay;NexTec;Sector públic; $14,714.70 ; $10,725.00 
12/01/2022;Per�;NexTec;Sector públic; $157,163.28 ; $81,012.00 
12/01/2022;Méxic;NeuroNet;Grandes clientes; $117,177.67 ; $99,867.33 
13/01/2022;Argentina;Innovatech;Instituciones educativas; $42,713.33 ; $31,995.00 
13/01/2022;Uruguay;Cybernova;Consumidores finales; $96,461.54 ; $84,480.00 
13/01/2022;Chile;NexTec;Pequeñas y medianas empresa; $794,440.92 ; $727,510.00 
15/01/2022;Argentina;Innovatech;Instituciones educativas; $33,499.35 ; $25,670.00 
15/01/2022;Méxic;Innovatech;Sector públic; $8,771.14 ; $6,665.00 
15/01/2022;Méxic;OmegaTech;Sector públic; $107,156.00 ; $89,440.00 
15/01/2022;Uruguay;Cybernova;Sector públic; $52,404.09 ; $27,581.10 
16/01/2022;Uruguay;NeuroNet;Instituciones educativas; $6,762.00 ; $4,900.00 
16/01/2022;Méxic;NexTec;Sector públic; $69,670.92 ; $37,059.00 
17/01/2022;Per�;NeuroNet;Sector públic; $3,835,364.26 ; $2,907,273.20 
19/01/2022;Uruguay;NeuroNet;Sector públic; $10,420.62 ; $8,655.00 
19/01/2022;Méxic;NeuroNet;Grandes clientes; $13,055.22 ; $11,254.50 
20/01/2022;Per�;Cybernova;Sector públic; $18,818.80 ; $10,010.00 
20/01/2022;Méxic;NexTec;Sector públic; $21,700.80 ; $12,330.00 
23/01/2022;Argentina;Innovatech;Sector públic; $239,183.00 ; $189,020.00 
23/01/2022;Per�;NeuroNet;Pequeñas y medianas empresa; $582,048.00 ; $505,250.00 
23/01/2022;Méxic;NexTec;Pequeñas y medianas empresa; $2,789,743.32 ; $2,499,770.00 
24/01/2022;Chile;NexTec;Consumidores finales; $41,930.77 ; $18,170.00 
26/01/2022;Méxic;Cybernova;Sector públic; $698,593.28 ; $589,721.60 
28/01/2022;Uruguay;NexTec;Consumidores finales; $96,461.54 ; $84,480.00 
29/01/2022;Méxic;Cybernova;Instituciones educativas; $40,767.87 ; $31,603.00 
29/01/2022;Chile;NeuroNet;Consumidores finales; $10,602.90 ; $6,630.00 
30/01/2022;Méxic;Cybernova;Instituciones educativas; $21,801.60 ; $15,140.00 
30/01/2022;Chile;NeuroNet;Sector públic; $2,837,688.00 ; $2,195,830.00 
31/01/2022;Chile;NexTec;Sector públic; $38,821.06 ; $21,098.40 
31/01/2022;Per�;NeuroNet;Sector públic; $1,248,710.54 ; $1,078,620.40 
31/01/2022;Chile;NexTec;Grandes clientes; $116,953.69 ; $98,556.48 
1/02/2022;Per�;NexTec;Instituciones educativas; $29,123.55 ; $20,655.00 
2/02/2022;Chile;Cybernova;Pequeñas y medianas empresa; $310,840.38 ; $267,045.00 
3/02/2022;Chile;Innovatech;Consumidores finales; $608,410.38 ; $595,526.40 
3/02/2022;Per�;NeuroNet;Sector públic; $360,899.00 ; $311,740.00 
3/02/2022;Méxic;OmegaTech;Sector públic; $1,732,777.20 ; $1,462,734.00 
3/02/2022;Uruguay;Cybernova;Pequeñas y medianas empresa; $230,310.00 ; $213,250.00 
5/02/2022;Per�;Cybernova;Consumidores finales; $1,100,296.18 ; $943,759.20 
5/02/2022;Argentina;OmegaTech;Sector públic; $68,631.62 ; $50,023.05 
7/02/2022;Méxic;NexTec;Sector públic; $110,840.04 ; $61,577.80 
9/02/2022;Per�;OmegaTech;Sector públic; $134,741.73 ; $75,697.60 
9/02/2022;Per�;OmegaTech;Pequeñas y medianas empresa; $535,332.33 ; $459,907.50 
10/02/2022;Per�;NexTec;Instituciones educativas; $10,637.55 ; $7,091.70 
11/02/2022;Uruguay;Innovatech;Sector públic; $191,383.92 ; $154,533.60 
13/02/2022;Chile;Cybernova;Sector públic; $1,275,982.89 ; $1,089,509.20 
13/02/2022;Chile;Cybernova;Pequeñas y medianas empresa; $474,858.00 ; $425,500.00 
14/02/2022;Per�;NexTec;Instituciones educativas; $8,822.05 ; $6,838.80 
15/02/2022;Uruguay;OmegaTech;Sector públic; $14,147.10 ; $10,417.60 
15/02/2022;Argentina;Cybernova;Grandes clientes; $21,359.52 ; $17,604.00 
17/02/2022;Argentina;NeuroNet;Sector públic; $26,430.60 ; $14,210.00 
18/02/2022;Argentina;OmegaTech;Sector públic; $92,064.00 ; $71,240.00 
18/02/2022;Chile;OmegaTech;Sector públic; $10,298.82 ; $7,910.00 
19/02/2022;Méxic;NexTec;Instituciones educativas; $69,111.07 ; $47,993.80 
19/02/2022;Méxic;NexTec;Consumidores finales; $196,599.58 ; $177,794.40 
19/02/2022;Per�;NexTec;Consumidores finales; $13,617.69 ; $8,430.00 
20/02/2022;Chile;NexTec;Instituciones educativas; $89,489.11 ; $69,371.40 
20/02/2022;Per�;Cybernova;Consumidores finales; $215,256.06 ; $184,632.00 
20/02/2022;Uruguay;Cybernova;Grandes clientes; $7,317.93 ; $6,031.26 
21/02/2022;Argentina;OmegaTech;Sector públic; $24,225.60 ; $12,360.00 
23/02/2022;Méxic;NeuroNet;Sector públic; $43,665.47 ; $36,267.00 
24/02/2022;Méxic;Innovatech;Sector públic; $4,472.00 ; $2,600.00 
25/02/2022;Uruguay;NeuroNet;Consumidores finales; $267,705.87 ; $262,036.80 
25/02/2022;Chile;Cybernova;Sector públic; $5,217.03 ; $4,095.00 
26/02/2022;Per�;OmegaTech;Sector públic; $4,338.00 ; $2,410.00 
27/02/2022;Chile;NexTec;Consumidores finales; $41,930.77 ; $18,170.00 
27/02/2022;Chile;Cybernova;Grandes clientes; $30,216.00 ; $22,662.00 
1/03/2022;Argentina;Cybernova;Pequeñas y medianas empresa; $683,397.00 ; $575,250.00 
2/03/2022;Chile;NexTec;Sector públic; $176,612.40 ; $88,306.20 
3/03/2022;Méxic;Cybernova;Instituciones educativas; $26,486.40 ; $19,840.00 
3/03/2022;Méxic;Innovatech;Sector públic; $2,322,918.68 ; $2,030,113.80 
4/03/2022;Per�;NeuroNet;Sector públic; $121,763.97 ; $64,086.30 
5/03/2022;Argentina;NeuroNet;Sector públic; $12,205.41 ; $9,177.00 
7/03/2022;Chile;OmegaTech;Sector públic; $152,027.13 ; $85,408.50 
7/03/2022;Per�;OmegaTech;Sector públic; $88,381.57 ; $50,216.80 
8/03/2022;Chile;Innovatech;Sector públic; $16,121.40 ; $8,310.00 
8/03/2022;Méxic;Cybernova;Sector públic; $50,520.20 ; $27,161.40 
8/03/2022;Per�;NexTec;Grandes clientes; $5,040.96 ; $4,248.00 
9/03/2022;Méxic;NeuroNet;Sector públic; $2,750,907.18 ; $2,173,969.20 
10/03/2022;Per�;Cybernova;Sector públic; $448,875.00 ; $351,000.00 
12/03/2022;Argentina;Cybernova;Consumidores finales; $409,961.54 ; $359,040.00 
13/03/2022;Argentina;OmegaTech;Sector públic; $430,452.75 ; $351,390.00 
13/03/2022;Per�;NeuroNet;Sector públic; $52,300.16 ; $28,424.00 
14/03/2022;Per�;Cybernova;Consumidores finales; $114,349.04 ; $97,080.00 
14/03/2022;Chile;NexTec;Sector públic; $801,444.00 ; $684,320.00 
14/03/2022;Per�;Cybernova;Pequeñas y medianas empresa; $91,182.00 ; $83,500.00 
15/03/2022;Per�;NexTec;Sector públic; $16,012.67 ; $12,039.60 
15/03/2022;Chile;NexTec;Sector públic; $236,766.60 ; $185,140.80 
16/03/2022;Méxic;NeuroNet;Consumidores finales; $51,202.38 ; $47,865.60 
17/03/2022;Argentina;NexTec;Instituciones educativas; $49,584.77 ; $35,166.50 
17/03/2022;Chile;Innovatech;Consumidores finales; $362,149.04 ; $354,480.00 
18/03/2022;Argentina;NexTec;Sector públic; $23,588.80 ; $12,820.00 
19/03/2022;Per�;NeuroNet;Sector públic; $238,609.00 ; $199,160.00 
20/03/2022;Argentina;OmegaTech;Instituciones educativas; $29,104.20 ; $20,424.00 
21/03/2022;Méxic;OmegaTech;Sector públic; $438,564.00 ; $354,120.00 
21/03/2022;Argentina;Cybernova;Pequeñas y medianas empresa; $282,435.00 ; $247,750.00 
22/03/2022;Méxic;NexTec;Pequeñas y medianas empresa; $313,500.00 ; $275,000.00 
22/03/2022;Per�;NeuroNet;Pequeñas y medianas empresa; $356,250.00 ; $312,500.00 
23/03/2022;Argentina;NeuroNet;Instituciones educativas; $9,225.00 ; $6,150.00 
24/03/2022;Chile;Cybernova;Consumidores finales; $540,027.12 ; $458,472.00 
24/03/2022;Argentina;NexTec;Consumidores finales; $921,436.69 ; $842,456.40 
25/03/2022;Chile;Cybernova;Grandes clientes; $39,926.22 ; $33,645.69 
26/03/2022;Uruguay;Cybernova;Consumidores finales; $183,947.60 ; $171,960.00 
27/03/2022;Uruguay;Cybernova;Instituciones educativas; $78,408.00 ; $52,272.00 
27/03/2022;Per�;Cybernova;Sector públic; $6,203.01 ; $5,152.00 
28/03/2022;Per�;OmegaTech;Grandes clientes; $89,622.18 ; $77,260.50 
30/03/2022;Chile;NeuroNet;Pequeñas y medianas empresa; $233,091.00 ; $218,250.00 
30/03/2022;Uruguay;OmegaTech;Grandes clientes; $53,597.38 ; $41,018.40 
31/03/2022;Méxic;Cybernova;Sector públic; $196,479.36 ; $165,859.20 
1/04/2022;Méxic;OmegaTech;Instituciones educativas; $23,083.80 ; $15,389.20 
1/04/2022;Per�;OmegaTech;Grandes clientes; $41,900.40 ; $31,425.30 
5/04/2022;Argentina;NeuroNet;Consumidores finales; $427,393.13 ; $374,306.40 
6/04/2022;Argentina;Cybernova;Sector públic; $608,501.60 ; $475,820.80 
6/04/2022;Per�;OmegaTech;Pequeñas y medianas empresa; $508,032.00 ; $432,000.00 
7/04/2022;Chile;Cybernova;Instituciones educativas; $34,736.10 ; $23,630.00 
8/04/2022;Uruguay;NeuroNet;Instituciones educativas; $29,254.50 ; $21,670.00 
8/04/2022;Per�;Innovatech;Pequeñas y medianas empresa; $62,916.00 ; $53,500.00 
8/04/2022;Uruguay;Cybernova;Pequeñas y medianas empresa; $875,294.64 ; $828,877.50 
9/04/2022;Argentina;Cybernova;Sector públic; $18,082.26 ; $12,915.90 
9/04/2022;Argentina;Cybernova;Sector públic; $52,877.00 ; $27,830.00 
9/04/2022;Argentina;Cybernova;Sector públic; $2,015,987.40 ; $1,663,989.60 
10/04/2022;Argentina;NeuroNet;Sector públic; $4,366.32 ; $3,390.00 
10/04/2022;Chile;OmegaTech;Grandes clientes; $15,229.20 ; $11,655.00 
11/04/2022;Per�;OmegaTech;Grandes clientes; $18,540.00 ; $13,905.00 
12/04/2022;Argentina;Innovatech;Sector públic; $3,790.50 ; $2,850.00 
12/04/2022;Argentina;Cybernova;Sector públic; $87,783.70 ; $44,787.60 
13/04/2022;Uruguay;OmegaTech;Sector públic; $2,647,798.79 ; $2,161,468.40 
14/04/2022;Argentina;NexTec;Consumidores finales; $117,973.56 ; $103,320.00 
15/04/2022;Chile;Innovatech;Sector públic; $32,183.72 ; $16,938.80 
15/04/2022;Chile;OmegaTech;Pequeñas y medianas empresa; $69,402.00 ; $67,250.00 
16/04/2022;Uruguay;Innovatech;Consumidores finales; $861,585.58 ; $560,300.00 
16/04/2022;Chile;Innovatech;Sector públic; $69,144.42 ; $36,391.80 
16/04/2022;Méxic;Cybernova;Sector públic; $54,115.40 ; $43,431.30 
17/04/2022;Per�;Innovatech;Grandes clientes; $9,609.60 ; $7,920.00 
19/04/2022;Per�;Innovatech;Sector públic; $108,706.50 ; $92,820.00 
19/04/2022;Chile;OmegaTech;Sector públic; $120,606.87 ; $63,477.30 
20/04/2022;Per�;OmegaTech;Instituciones educativas; $9,811.80 ; $7,110.00 
20/04/2022;Chile;NeuroNet;Instituciones educativas; $11,772.00 ; $8,175.00 
20/04/2022;Méxic;NexTec;Sector públic; $10,396.54 ; $8,635.00 
20/04/2022;Uruguay;Cybernova;Sector públic; $4,981.00 ; $2,930.00 
20/04/2022;Méxic;OmegaTech;Sector públic; $474,976.60 ; $415,105.60 
21/04/2022;Per�;OmegaTech;Sector públic; $53,257.60 ; $29,920.00 
21/04/2022;Chile;NexTec;Sector públic; $14,713.50 ; $8,655.00 
22/04/2022;Argentina;Cybernova;Instituciones educativas; $14,203.73 ; $9,863.70 
22/04/2022;Chile;NeuroNet;Sector públic; $706,387.50 ; $524,745.00 
22/04/2022;Argentina;OmegaTech;Pequeñas y medianas empresa; $2,771,817.30 ; $2,566,497.50 
23/04/2022;Uruguay;Cybernova;Instituciones educativas; $52,167.38 ; $39,975.00 
23/04/2022;Méxic;OmegaTech;Consumidores finales; $709,061.54 ; $614,520.00 
23/04/2022;Chile;Innovatech;Sector públic; $655,551.75 ; $547,170.00 
23/04/2022;Uruguay;Cybernova;Sector públic; $741,157.46 ; $579,551.70 
24/04/2022;Uruguay;Cybernova;Instituciones educativas; $4,766.85 ; $3,210.00 
24/04/2022;Uruguay;NeuroNet;Instituciones educativas; $18,663.12 ; $13,524.00 
26/04/2022;Chile;NeuroNet;Instituciones educativas; $17,604.90 ; $12,620.00 
26/04/2022;Méxic;NeuroNet;Sector públic; $15,837.41 ; $13,308.75 
27/04/2022;Méxic;Cybernova;Instituciones educativas; $28,795.95 ; $21,570.00 
27/04/2022;Uruguay;OmegaTech;Sector públic; $30,001.00 ; $15,790.00 
27/04/2022;Méxic;Innovatech;Sector públic; $44,358.80 ; $25,790.00 
28/04/2022;Uruguay;NeuroNet;Pequeñas y medianas empresa; $537,085.08 ; $456,705.00 
28/04/2022;Per�;Cybernova;Grandes clientes; $73,581.68 ; $56,893.05 
30/04/2022;Chile;NexTec;Sector públic; $15,620.85 ; $11,745.00 
1/05/2022;Chile;Cybernova;Sector públic; $7,388.85 ; $5,675.00 
2/05/2022;Uruguay;NexTec;Pequeñas y medianas empresa; $291,186.72 ; $275,745.00 
3/05/2022;Argentina;NexTec;Instituciones educativas; $16,257.30 ; $11,530.00 
3/05/2022;Méxic;Cybernova;Sector públic; $272,888.00 ; $230,360.00 
4/05/2022;Per�;OmegaTech;Sector públic; $3,828,826.68 ; $2,902,317.60 
5/05/2022;Méxic;Innovatech;Sector públic; $438,564.00 ; $354,120.00 
7/05/2022;Argentina;Innovatech;Instituciones educativas; $16,257.30 ; $11,530.00 
7/05/2022;Méxic;NeuroNet;Consumidores finales; $238,072.15 ; $225,086.40 
7/05/2022;Uruguay;OmegaTech;Sector públic; $385,581.00 ; $333,060.00 
9/05/2022;Méxic;NexTec;Instituciones educativas; $21,801.60 ; $15,140.00 
11/05/2022;Argentina;Cybernova;Sector públic; $23,282.91 ; $16,630.65 
